HOSPITAL_NAME,CITY,STATE,COUNTRY
KINDRED HOSPITAL SUGAR LAND,SUGAR LAND,TX,USA
PAM SPECIALTY HOSPITAL OF VICTORIA NORTH,VICTORIA,TX,USA
BAYLOR SCOTT & WHITE CONTINUING CARE HOSPITAL,TEMPLE,TX,USA
"GEORGE H. O'BRIEN, JR. VA MEDICAL CENTER",BIG SPRING,TX,USA
ALLEGIANCE HEALTH CENTER PERMIAN BASIN,MIDLAND,TX,USA
AURORA SINAI MEDICAL CENTER,MILWAUKEE,WI,USA
VA HEALTH CARE CENTER (HCC) AT HARLINGEN,HARLINGEN,TX,USA
KINGWOOD PINES HOSPITAL,KINGWOOD,TX,USA
SUNRISE CANYON,LUBBOCK,TX,USA
AUSTIN OAKS HOSPITAL,AUSTIN,TX,USA
DALLAS BEHAVIORAL HEALTHCARE HOSPITAL LLC,DE SOTO,TX,USA
OCEANS BEHAVIORAL HOSPITAL OF THE PERMIAN BASIN,MIDLAND,TX,USA
PALMS BEHAVIORAL HEALTH,HARLINGEN,TX,USA
BEHAVIORAL MEDICINE AT RENAISSANCE,EDINBURG,TX,USA
THE PAVILION,AMARILLO,TX,USA
UT HEALTH EAST TEXAS BEHAVIORAL HEALTH CENTER,TYLER,TX,USA
GEORGETOWN BEHAVIORAL HEALTH INSTITUE,GEORGETOWN,TX,USA
CHI ST JOSEPH REHAB HOSPITAL,BRYAN,TX,USA
ENCOMPASS HEALTH REHABILITATION HOSPITAL OF DALLAS,DALLAS,TX,USA
HEALTHSOUTH REHABILITATION HOSPITAL OF FORTH WORTH,FORT WORTH,TX,USA
ENCOMPASS HEALTH REHABILITATION OF CITY VIEW,FORT WORTH,TX,USA
ENCOMPASS HEALTH REHABILITATION HOSPITAL OF HUMBLE,HUMBLE,TX,USA
CHRISTUS TRINITY MOTHER FRANCES REHABILITATION HOSPITAL,TYLER,TX,USA
KINDRED REHABILITATION HOSPITAL CLEAR LAKE,WEBSTER,TX,USA
ENCOMPASS HEALTH REHABILITATION HOSPITAL OF WICHITA FALLS,WICHITA FALLS,TX,USA
ICARE REHABILTATION HOSPITAL,FLOWER MOUND,TX,USA
PAM REHABILITATION HOSPITAL OF VICTORIA,VICTORIA,TX,USA
LAS PALMAS REHABILITATION HOSPITAL,EL PASO,TX,USA
REBA MCENTIRE CENTER FOR REHABILITATION,DENISON,TX,USA
WARM SPRINGS REHABILITATION HOSPITAL OF KYLE,KYLE,TX,USA
PHYSICIANS SURGICAL HOSPITAL - QUAIL CREEK,AMARILLO,TX,USA
USMD HOSPITAL AT ARLINGTON,ARLINGTON,TX,USA
UNIVERSITY OF TEXAS M.D. ANDERSON CANCER CENTER,HOUSTON,TX,USA
LUBBOCK HEART HOSPITAL,LUBBOCK,TX,USA
BAYLOR HEART AND VASCULAR CENTER,DALLAS,TX,USA
LEGENT ORTHOPEDIC + SPINE,SAN ANTONIO,TX,USA
MCALLEN HEART HOSPITAL,MCALLEN,TX,USA
METHODIST SPECIALTY & TRANSPLANT HOSPITAL,SAN ANTONIO,TX,USA
"ALTUS BAYTOWN HOSPITAL, BAYTOWN MEDICAL CENTER",BAYTOWN,TX,USA
PHYSICIANS SURGICAL HOSPITAL - PANHANDLE CAMPUS,AMARILLO,TX,USA
SOUTHEAST HEALTH MEDICAL CENTER,DOTHAN,AL,USA
NORTH MISSISSIPPI MEDICAL CENTER - HAMILTON,HAMILTON,AL,USA
DECATUR MORGAN HOSPITAL - DECATUR CAMPUS,DECATUR,AL,USA
MENTAL HEALTH INSTITUTE,CLARINDA,IA,USA
CHI HEALTH MERCY HOSPITAL,COUNCIL BLUFFS,IA,USA
GROVE CREEK MEDICAL CENTER,BLACKFOOT,ID,USA
GENESIS MEDICAL CENTER ALEDO,ALEDO,IL,USA
BLUE ISLAND HOSPITAL CO LLC DBA METROSOUTH MEDICAL CENTER,BLUE ISLAND,IL,USA
PRESENCE CHICAGO HOSPITALS NETWORK DBA PRESENCE SAINT MARY OF NAZARETH HOSPITAL CENTER,CHICAGO,IL,USA
ADVOCATE SOUTHLAND HEALTH NETWORK - DBA ADVOCATE TRINITY HOSPITAL,CHICAGO,IL,USA
CHICAGO BEHAVIORAL HOSPITAL,DES PLAINES,IL,USA
PRESANCE CHICAGO HOSPITALS NETWORK DBA PRESENCE HOLY FAMILY MEDICAL CENTER,DES PLAINES,IL,USA
EDGEMOOR GERIATRIC HOSPITAL,SANTEE,CA,USA
DEPARTMENT OF STATE HOSPITAL - ATASCADERO,ATASCADERO,CA,USA
MENIFEE GLOBAL MEDICAL CENTER,SUN CITY,CA,USA
RIVERSIDE UNIVERSITY HEALTH SYSTEM,RIVERSIDE,CA,USA
CIRBY HILLS BEHAVIORAL HEALTH,ROSEVILLE,CA,USA
SAN JOAQUIN VALLEY REHABILITATION HOSPITAL,FRESNO,CA,USA
FOUNTAIN VALLEY REGIONAL HOSPITAL & MEDICAL CENTER - EUCLID,FOUNTAIN VALLEY,CA,USA
TULANE - LAKESIDE HOSPITAL,METAIRIE,LA,USA
PIEDMONT ROCKDALE HOSPITAL,CONYERS,GA,USA
JENKINS COUNTY MEDICAL CENTER,MILLEN,GA,USA
INDIANA UNIVERSITY HEALTH TRANSPLANT,INDIANAPOLIS,IN,USA
ST. JAMES BEHAVIORAL HEALTH HOSPITAL,GONZALES,LA,USA
ST. JAMES PARISH HOSPITAL,LUTCHER,LA,USA
CYPRESS GROVE BEHAVIORAL HEALTH LLC,BASTROP,LA,USA
PROMISE HOSPITAL OF LOUISIANA-BOSSIER CITY CAMPUS,BOSSIER CITY,LA,USA
PAM SPECIALTY HOSPITAL OF COVINGTON,COVINGTON,LA,USA
OCHSNER MEDICAL CENTER-BATON ROUGE,BATON ROUGE,LA,USA
LAKE CHARLES MEMORIAL HOSPITAL FOR WOMEN,LAKE CHARLES,LA,USA
WAUKESHA COUNTY MENTAL HEALTH CTR,WAUKESHA,WI,USA
BUTTE COUNTY MENTAL HEALTH SERVICES,CHICO,CA,USA
ALVARADO PARKWAY INSTITUTE B.H.S.,LA MESA,CA,USA
KINDRED HOSPITAL - SAN DIEGO,SAN DIEGO,CA,USA
LAGUNA HONDA HOSPITAL AND REHABILITATION CENTER,SAN FRANCISCO,CA,USA
EUNICE EXTENDED CARE HOSPITAL,EUNICE,LA,USA
LANGLEY PORTER PSYCHIATRIC INSTITUTE,SAN FRANCISCO,CA,USA
UCSF MEDICAL CENTER AT MOUNT ZION,SAN FRANCISCO,CA,USA
LOS ANGELES COUNTY OLIVE VIEW-UCLA MEDICAL CENTER,SYLMAR,CA,USA
DOCS SURGICAL HOSPITAL,LOS ANGELES,CA,USA
"PACIFIC ALLIANCE MEDICAL CENTER, INC.",LOS ANGELES,CA,USA
WEST HILLS HOSPITAL AND MEDICAL CENTER,WEST HILLS,CA,USA
CORONA REGIONAL MEDICAL CENTER-MAIN,CORONA,CA,USA
KENTFIELD REHABILITATION HOSPITAL,KENTFIELD,CA,USA
"ANAHEIM COMMUNITY HOSPITAL, LLC",ANAHEIM,CA,USA
GARDEN GROVE HOSPITAL AND MEDICAL CENTER,GARDEN GROVE,CA,USA
KAWEAH DELTA REHABILITATION HOSPITAL,VISALIA,CA,USA
WEST PACES MEDICAL CENTER,ATLANTA,GA,USA
YOUTH VILLAGES - INNER HARBOUR CAMPUS,DOUGLASVILLE,GA,USA
DOCTOR'S HOSPITAL AT DEER CREEK,LEESVILLE,LA,USA
SOUTHEAST REGIONAL MEDICAL CENTER,KENTWOOD,LA,USA
CALIFORNIA PACIFIC MEDICAL CENTER - DAVIES CAMPUS HOSPITAL,SAN FRANCISCO,CA,USA
CALIFORNIA PACIFIC MEDICAL CENTER - MISSION BERNAL CAMPUS,SAN FRANCISCO,CA,USA
"CALIFORNIA REHABILITATION INSTITUTE, LLC",LOS ANGELES,CA,USA
DOCTORS MEDICAL CENTER-BEHAVIORAL HEALTH DEPARTMENT,MODESTO,CA,USA
SOUTHERN CALIFORNIA HOSPITAL AT VAN NUYS D/P APH,VAN NUYS,CA,USA
DEPARTMENT OF STATE HOSPITAL - COALINGA,COALINGA,CA,USA
SANTA MONICA - UCLA MEDICAL CENTER & ORTHOPAEDIC HOSPITAL,SANTA MONICA,CA,USA
SHASTA COUNTY P H F,REDDING,CA,USA
TELECARE SANTA CRUZ PHF,SANTA CRUZ,CA,USA
VENTURA COUNTY MEDICAL CENTER - SANTA PAULA HOSPITAL,SANTA PAULA,CA,USA
"REGENCY HOSPITAL COMPANY OF MACON, LLC",MACON,GA,USA
ADVENTHEALTH MURRAY,CHATSWORTH,GA,USA
ROOSEVELT WARM SPRINGS REHABILITATION & SPECIALTY,WARM SPRINGS,GA,USA
RIVERWOODS BEHAVIORAL HEALTH SYSTEM,RIVERDALE,GA,USA
EMORY UNIVERSITY HOSPITAL - WESLEY WOODS GERIATRIC HOSPITAL,ATLANTA,GA,USA
AURORA ST LUKES MED CTR SOUTH SHORE,CUDAHY,WI,USA
POST ACUTE MEDICAL SPECIALTY HOSPITAL OF MILWAUKEE,GREENFIELD,WI,USA
BALDWIN AREA MED CTR,BALDWIN,WI,USA
ENCOMPASS HEALTH REHABILITATION HOSPITAL OF ALEXANDRIA,ALEXANDRIA,LA,USA
HOUMA-AMG SPECIALTY HOSPITAL,HOUMA,LA,USA
LODI MEMORIAL HOSPITAL - WEST,LODI,CA,USA
TARZANA TREATMENT CENTER,TARZANA,CA,USA
ST. JUDE MEDICAL CENTER,FULLERTON,CA,USA
CHILDREN'S HOSPITAL COLORADO AT ST JOSEPHS HOSP,DENVER,CO,USA
SAUK PRAIRIE MEM HSPTL,PRAIRIE DU SAC,WI,USA
CENTURY HOSPITAL MEDICAL CENTER,CENTURY,FL,USA
HEBREW REHABILITATION CENTER,BOSTON,MA,USA
LEMUEL SHATTUCK HOSPITAL,BOSTON,MA,USA
ALEGENT HEALTH COMMUNITY MEMORIAL HOSPITAL,MISSOURI VALLEY,IA,USA
GAYLORD HOSPITAL,WALLINGFORD,CT,USA
HEBREW REHABILITATION CENTER AT DEDHAM,DEDHAM,MA,USA
WESTWOOD/PEMBROKE HEALTH SYSTEM PEMBROKE,PEMBROKE,MA,USA
"WALDEN BEHAVIORAL CARE, LLC",WALTHAM,MA,USA
NEW ENGLAND SINAI HOSPITAL,STOUGHTON,MA,USA
MARY FREE BED REHABILITATION HOSPITAL,GRAND RAPIDS,MI,USA
MUNSON HEALTHCARE OTSEGO MEMORIAL HOSPITAL,GAYLORD,MI,USA
ST MARY'S OF MICHIGAN-TOWNE CTR,SAGINAW,MI,USA
CHIPPEWA CO MONTEVIDEO HOSP,MONTEVIDEO,MN,USA
MAYO CLINIC HEALTH SYS AUSTIN,AUSTIN,MN,USA
COX MEDICAL CENTERS SOUTH HOSPITAL,SPRINGFIELD,MO,USA
COX MEDICAL CENTERS NORTH HOSPITAL,SPRINGFIELD,MO,USA
KINDRED HOSPITAL NORTHLAND,KANSAS CITY,MO,USA
CRITTENTON CHILDREN'S CENTER,KANSAS CITY,MO,USA
RESEARCH PSYCHIATRIC CENTER,KANSAS CITY,MO,USA
TRUMAN MEDICAL CENTER - LAKEWOOD,KANSAS CITY,MO,USA
NORTHWEST MO PSYCHIATRIC REHAB CTR,ST. JOSEPH,MO,USA
FREEMAN HOSPITAL EAST,JOPLIN,MO,USA
FREEMAN HOSPITAL WEST,JOPLIN,MO,USA
LANDMARK HOSPITAL OF JOPLIN,JOPLIN,MO,USA
ST. LUKE'S HOSPITAL,CHESTERFIELD,MO,USA
ST. LUKE'S REHABILITATION HOSPITAL,CHESTERFIELD,MO,USA
RANKEN JORDAN A PEDIATRIC REHABILITATION CENTER,MARYLAND HEIGHTS,MO,USA
PARKLAND HEALTH CENTER-BONNE TERRE,BONNE TERRE,MO,USA
SOUTHEASTHEALTH CENTER OF RIPLEY COUNTY,DONIPHAN,MO,USA
SSM ST. JOSEPH HEALTH CENTER,ST. CHARLES,MO,USA
SSM ST. JOSEPH HEALTH CENTER-WENTZVILLE,WENTZVILLE,MO,USA
SSM ST. JOSEPH HOSPITAL WEST,LAKE ST. LOUIS,MO,USA
CENTERPOINTE HOSPITAL,ST. CHARLES,MO,USA
BARNES-JEWISH ST. PETERS HOSPITAL,ST. PETERS,MO,USA
ROYAL OAKS HOSPITAL,WINDSOR,MO,USA
OSAGE BEACH CENTER FOR COGNITIVE DISORDERS,OSAGE BEACH,MO,USA
MERCY ORTHOPEDIC HOSPITAL SPRINGFIELD,OZARK,MO,USA
MERCY REHABILITATION HOSPITAL SPRINGFIELD,SPRINGFIELD,MO,USA
KINDRED HOSPITAL ST LOUIS SOUTH,ST. LOUIS,MO,USA
MONROE REGIONAL HOSPITAL,ABERDEEN,MS,USA
NOVANT HEALTH CHARLOTTE ORTHOPEDIC HOSPITAL,CHARLOTTE,NC,USA
CAPE FEAR VALLEY - BLADEN COUNTY HOSPITAL,ELIZABETHTOWN,NC,USA
ALLIANCE HEALTH SYSTEM,MERIDIAN,MS,USA
SOUTH MS STATE HOSPITAL,PURVIS,MS,USA
MS STATE HOSPITAL,WHITFIELD,MS,USA
VIDANT DUPLIN HOSPITAL,KENANSVILLE,NC,USA
MISSION HOSPITAL MCDOWELL,MARION,NC,USA
MARGARET R. PARDEE MEMORIAL HOSPITAL,HENDERSONVILLE,NC,USA
"IREDELL MEMORIAL HOSPITAL, INCORPORATED",STATESVILLE,NC,USA
VIDANT ROANOKE-CHOWAN HOSPITAL,AHOSKIE,NC,USA
HIGH POINT REGIONAL HEALTH,HIGH POINT,NC,USA
"CHATHAM HOSPITAL, INC.",SILER CITY,NC,USA
ERLANGER MURPHY MEDICAL CENTER,MURPHY,NC,USA
"CHARLES A. CANNON, JR. MEMORIAL HOSPITAL",LINVILLE,NC,USA
J. ARTHUR DOSHER MEMORIAL HOSPITAL,SOUTHPORT,NC,USA
CAREPARTNERS REHABILITATION HOSPITAL,ASHEVILLE,NC,USA
CAROLINAS HEALTHCARE SYSTEM BLUE RIDGE,MORGANTON,NC,USA
ATRIUM HEALTH- ANSON,WADESBORO,NC,USA
CAROLINAS REHABILITATION - NORTHEAST,CONCORD,NC,USA
FIRSTHEALTH MOORE REGIONAL HOSPITAL - HOKE CAMPUS,RAEFORD,NC,USA
SELECT SPECIALTY HOSPITAL - GREENSBORO,GREENSBORO,NC,USA
NORTH DAKOTA STATE HOSPITAL,JAMESTOWN,ND,USA
REGIONS BEHAVIORAL HOSPITAL,BATON ROUGE,LA,USA
CENTRAL FLORIDA BEHAVIORAL HOSPITAL,ORLANDO,FL,USA
ADVENTHEALTH ORLANDO,ORLANDO,FL,USA
ADVENTHEALTH EAST ORLANDO,ORLANDO,FL,USA
ORLANDO HEALTH - HEALTH CENTRAL HOSPITAL,OCOEE,FL,USA
SELECT SPECIALTY HOSPITAL - ORLANDO NORTH,ORLANDO,FL,USA
JFK MEDICAL CENTER NORTH CAMPUS,WEST PALM BEACH,FL,USA
KINDRED HOSPITAL PALM BEACHES,RIVIERA BEACH,FL,USA
WEST PALM BEACH VA MEDICAL CENTER,WEST PALM BEACH,FL,USA
ADVENTHEALTH NORTH PINELLAS,TARPON SPRINGS,FL,USA
ADVENTHEALTH SEBRING,SEBRING,FL,USA
OREGON STATE HOSPITAL DISTINCT PART,NE SALEM,OR,USA
ADVENTHEALTH TAMPA,TAMPA,FL,USA
JAMES A HALEY VETERANS' HOSPITAL,TAMPA,FL,USA
SHRINERS HOSPITALS FOR CHILDREN - TAMPA,TAMPA,FL,USA
ST JOSEPH'S HOSPITAL NORTH,LUTZ,FL,USA
SPRINGBROOK HOSPITAL,BROOKSVILLE,FL,USA
RECEPTION AND MEDICAL CENTER HOSPITAL,LAKE BUTLER,FL,USA
ADVENTHEALTH DELAND,DELAND,FL,USA
HALIFAX PSYCHIATRIC CENTER-NORTH,DAYTONA BEACH,FL,USA
ADVENTHEALTH LAKE WALES,LAKE WALES,FL,USA
ROCKLEDGE REGIONAL MEDICAL CENTER,ROCKLEDGE,FL,USA
DEPOO HOSPITAL,KEY WEST,FL,USA
SOUTH FLORIDA EVALUATION AND TREATMENT CENTER,FLORIDA CITY,FL,USA
WEST MARION COMMUNITY HOSPITAL,OCALA,FL,USA
ST JOSEPH HOSPITAL MILFORD MED CTR,MILFORD,NH,USA
CENTERSTONE OF FLORIDA,BRADENTON,FL,USA
SELECT SPECIALTY HOSPITAL-BIRMINGHAM,BIRMINGHAM,AL,USA
"NOLAND HOSPITAL BIRMINGHAM II, LLC",BIRMINGHAM,AL,USA
D. W. MCMILLAN MEMORIAL HOSPITAL,BREWTON,AL,USA
J. PAUL JONES HOSPITAL,CAMDEN,AL,USA
WHITFIELD REGIONAL HOSPITAL,DEMOPOLIS,AL,USA
LAUREL OAKS BEHAVIORAL HEALTH CENTER,DOTHAN,AL,USA
O'BLENESS MEMORIAL HOSPITAL,ATHENS,OH,USA
UNITY PSYCHIATRIC CARE- HUNTSVILLE,HUNTSVILLE,AL,USA
ENCOMPASS HEALTH REHABILITATION HOSPITAL OF MONTGOMERY,MONTGOMERY,AL,USA
JACKSON HOSPITAL AND CLINIC,MONTGOMERY,AL,USA
COSHOCTON REGIONAL MEDICAL CENTER,COSHOCTON,OH,USA
NORTHPORT MEDICAL CENTER,NORTHPORT,AL,USA
TUSCALOOSA VA MEDICAL CENTER,TUSCALOOSA,AL,USA
UNIVERSITY HOSPITALS OF CLEVELAND,CLEVELAND,OH,USA
CLEVELAND CLINIC FOUNDATION HOSPITAL,CLEVELAND,OH,USA
ELKHORN VALLEY REHABILITATION HOSPITAL LLC,CASPER,WY,USA
MARY S. HARPER GERIATRIC PSYCHIATRY CENTER,TUSCALOOSA,AL,USA
CIDRA PAN AMERICAN HOSPITAL,CIDRA,PR,PRI
HOSP UNIVERSITARIO DR RAMON RUIZ ARNAU,BAYAMON,PR,PRI
PUERTO RICO CHILDRENS HOSPITAL,BAYAMON,PR,PRI
DUBLIN SPRINGS,DUBLIN,OH,USA
JOHN BROOKS RECOVERY CENTER - RESIDENT DRUG TREATMENT (MEN),ATLANTIC CITY,NJ,USA
ATLANTICARE REGIONAL MEDICAL CENTER - MAINLAND DIVISION,POMONA,NJ,USA
WILLIAM B KESSLER MEMORIAL HOSPITAL,HAMMONTON,NJ,USA
BERGEN NEW BRIDGE MEDICAL CENTER,PARAMUS,NJ,USA
SAINT JOSEPHS WAYNE MEDICAL CENTER,WAYNE,NJ,USA
MARYVILLE INCORPORATED,WILLIAMSTOWN,NJ,USA
MOUNT CARMEL GUILD BEHAVIORAL HEALTHCARE SYSTEM,NEWARK,NJ,USA
HUDSON REGIONAL HOSPITAL,SECAUCUS,NJ,USA
MARIAN BEHAVIORAL HEALTH CENTER,SIOUX CITY,IA,USA
TRINITAS HOSPITAL - NEW POINT CAMPUS,ELIZABETH,NJ,USA
SAINT CLARES HOSPITAL - SUSSEX CAMPUS,SUSSEX,NJ,USA
CARE ONE AT RARITAN BAY MEDICAL CENTER LLC,PERTH AMBOY,NJ,USA
CANCER INSTITUTE OF NEW JERSEY,NEW BRUNSWICK,NJ,USA
GREYSTONE PARK PSYCHIATRIC HOSPITAL,MORRIS PLAINS,NJ,USA
ENCOMPASS HEALTH REHABILITATION HOSPITAL OF TOMS RIVER,TOMS RIVER,NJ,USA
SAINT BARNABAS BEHAVIORAL HEALTH CENTER,TOMS RIVER,NJ,USA
ATLANTIC REHABILITATION INSTITUTE,MORRISTOWN,NJ,USA
SPECIALTY HOSPITAL OF CENTRAL JERSEY,LAKEWOOD,NJ,USA
EAST MOUNTAIN HOSPITAL,BELLE MEAD,NJ,USA
HACKENSACK MERIDIAN HEALTH PASCACK VALLEY MEDICAL CENTER,WESTWOOD,NJ,USA
ENCOMPASS HEALTH REHABILITATION HOSPITAL OF VINELAND,VINELAND,NJ,USA
HUDSON COUNTY MEADOWVIEW PSYCHIATRIC HOSPITAL,SECAUCUS,NJ,USA
CAMBRIDGE BEHAVORIAL HOSPITAL,CAMBRIDGE,OH,USA
CLINICA SANTA ROSA,GUAYAMA,PR,PRI
CHILDREN'S HOSPITAL MC - COLLEGE HILL,CINCINNATI,OH,USA
THE JEWISH HOSPITAL,CINCINNATI,OH,USA
HOSP ANDRES GRILLASCA INC (CENTRO DE ONCOLOGICA AVANZADA),PONCE,PR,PRI
CINCINNATI VA MEDICAL CENTER,CINCINNATI,OH,USA
PROMEDICA BAY PARK,OREGON,OH,USA
PROMEDICA FLOWER HOSPITAL,SYLVANIA,OH,USA
REGENCY HOSPITAL OF TOLEDO,SYLVANIA,OH,USA
MERCY HEALTH - ST. ANNE HOSPITAL LLC,TOLEDO,OH,USA
ST. VINCENT PHYSICIANS MEDICAL CENTER,SANTA FE,NM,USA
PRESBYTERIAN MEDICAL GROUP DOCTOR DAN C TRIGG MEMORIAL HOSPITAL,TUCUMCARI,NM,USA
MINERS COLFAX MEDICAL CENTER,RATON,NM,USA
BAYLOR SCOTT AND WHITE INSTITUTE FOR REHABILITATION - LAKEWAY,LAKEWAY,TX,USA
DINI-TOWNSEND HOSPITAL AT NORTHERN NEVADA ADULT MENTAL HEALTH SERVICES,SPARKS,NV,USA
BELLIN PSYCHIATRIC CENTER,GREEN BAY,WI,USA
ENCOMPASS HEALTH REHABILITATION HOSPITAL OF LAS VEGAS,LAS VEGAS,NV,USA
HORIZON SPECIALTY HOSPITAL - LAS VEGAS,LAS VEGAS,NV,USA
LAS VEGAS - AMG SPECIALTY HOSPITAL,LAS VEGAS,NV,USA
SAINT ELIZABETHS HOSPITAL,WASHINGTON,DC,USA
BRIDGEPOINT HOSPITAL CAPITOL HILL,WASHINGTON,DC,USA
SANA BEHAVIORAL HEALTH - LAS VEGAS,LAS VEGAS,NV,USA
SILVER SPRINGS RURAL HEALTH CENTERS,SILVER SPRINGS,NV,USA
SOUTHERN NEVADA ADULT MENTAL HEALTH SERVICES,LAS VEGAS,NV,USA
COMMUNITY MENTAL HEALTH CENTER INC,LAWRENCEBURG,IN,USA
SELECT SPECIALTY HOSPITAL-QUAD CITIES,DAVENPORT,IA,USA
TAHOE PACIFIC HOSPITALS - MEADOWS,RENO,NV,USA
MERCY HEALTH-TIFFIN HOSPITAL LLC,TIFFIN,OH,USA
EVANSVILLE STATE HOSPITAL,EVANSVILLE,IN,USA
HAMILTON CENTER INC,TERRE HAUTE,IN,USA
PROVO CANYON BEHAVIORAL HOSPITAL,OREM,UT,USA
SOUTH JORDAN HEALTH CENTER,SOUTH JORDAN,UT,USA
SPRING GROVE HOSPITAL CENTER,CATONSVILLE,MD,USA
OAKLAWN PSYCHIATRIC CENTER INC,GOSHEN,IN,USA
INDIANA UNIVERSITY HEALTH MORGAN HOSPITAL INC,MARTINSVILLE,IN,USA
BRENTWOOD SPRINGS,NEWBURGH,IN,USA
FRANCISCAN HEALTH LAFAYETTE,LAFAYETTE,IN,USA
ALLEN MEMORIAL HOSPITAL,WATERLOO,IA,USA
COMMUNITY HEALTH NETWORK REHABILITATION SOUTH,GREENWOOD,IN,USA
FRANCISCAN ST ELIZABETH HEALTH - LAFAYETTE CENTRAL,LAFAYETTE,IN,USA
DOCTORS NEUROPSYCHIATRIC HOSPITAL,BREMEN,IN,USA
SUMMA HEALTH SYSTEM BARBERTON HOSPITAL,BARBERTON,OH,USA
"SUMMA HEALTH SYSTEM, ST. THOMAS HOSPITAL",AKRON,OH,USA
LARUE D CARTER MEMORIAL HOSPITAL,INDIANAPOLIS,IN,USA
KINDRED HOSPITAL ARIZONA - PHOENIX,PHOENIX,AZ,USA
WINDHAM COMMUNITY MEMORIAL HOSPITAL,WILLIMANTIC,CT,USA
MILFORD HOSPITAL,MILFORD,CT,USA
THE HOSPITAL OF CENTRAL CONNECTICUT,NEW BRITAIN,CT,USA
BAPTIST HEALTH FLOYD,NEW ALBANY,IN,USA
THE GUIDANCE CENTER,FLAGSTAFF,AZ,USA
LAKE CITY VA MEDICAL CENTER,LAKE CITY,FL,USA
SCOTTSDALE LIBERTY HOSPITAL,SCOTTSDALE,AZ,USA
WEST FLORIDA COMMUNITY CARE CENTER,MILTON,FL,USA
BROOKS REHABILITATION HOSPITAL,JACKSONVILLE,FL,USA
CURAHEALTH JACKSONVILLE,JACKSONVILLE,FL,USA
ASCENSION SACRED HEART BAY,PANAMA CITY,FL,USA
ENCOMPASS HEALTH REHABILITATION HOSPITAL OF PANAMA CITY,PANAMA CITY,FL,USA
BARNES-JEWISH HOSPITAL,ST. LOUIS,MO,USA
MARTHA'S VINEYARD HOSPITAL,OAK BLUFFS,MA,USA
SOUTHCOAST HOSPITALS GROUP - ST. LUKE'S HOSPITAL,NEW BEDFORD,MA,USA
BERKSHIRE MED CTR INC/BERKSHIRE CAM,PITTSFIELD,MA,USA
LOUIS STOKES CLEVELAND VETERANS AFFAIRS MEDICAL CENTER,CLEVELAND,OH,USA
ST. VINCENT ANDERSON REGIONAL HOSPITAL,ANDERSON,IN,USA
"HEALTH ALLIANCE-CLINTON, CLINTON CAMPUS",CLINTON,MA,USA
UMASS MEMORIAL MEDICAL CENTER - MEMORIAL CAMPUS,WORCESTER,MA,USA
LOWELL GENERAL HOSP SAINTS CAMPUS,LOWELL,MA,USA
PIPELINE - WEST SUBURBAN MEDICAL CENTER LLC - DBA WEST SUBURBAN MEDICAL CENTER,OAK PARK,IL,USA
CHA CAMBRIDGE HOSPITAL,CAMBRIDGE,MA,USA
CHA EVERETT HOSPITAL,EVERETT,MA,USA
PROVIDENCE BEHAVIORAL HEALTH HOSPITAL CAMPUS,HOLYOKE,MA,USA
REGENCY HOSPITAL OF MPLS LLC,GOLDEN VALLEY,MN,USA
SAINT ALPHONSUS REGIONAL MEDICAL CENTER,BOISE,ID,USA
UNIVERSITY HOSPITAL- STONEY BROOK,STONY BROOK,NY,USA
ST. JOSEPH REGIONAL MEDICAL CENTER,LEWISTON,ID,USA
MID-HUDSON VALLEY DIVISION OF WESTCHESTER MEDICAL CENTER,POUGHKEEPSIE,NY,USA
CRANE MEMORIAL HOSPITAL,CRANE,TX,USA
UOFL HEALTH - SHELBYVILLE HOSPITAL,SHELBYVILLE,KY,USA
LIBERTY-DAYTON REGIONAL MEDICAL CENTER,LIBERTY,TX,USA
W.J. MANGOLD MEMORIAL HOSPITAL,LOCKNEY,TX,USA
FREDERICK HEALTH HOSPITAL,FREDERICK,MD,USA
UHS HARTGROVE HOSPITAL,CHICAGO,IL,USA
JESSE BROWN VA MEDICAL CENTER - VA CHICAGO HEALTHCARE SYSTEM,CHICAGO,IL,USA
PRAIRIE RIDGE HEALTH,COLUMBUS,WI,USA
CAMC MEMORIAL HOSPITAL,CHARLESTON,WV,USA
CUMBERLAND HALL,HOPKINSVILLE,KY,USA
SAINT FRANCIS HOSPITAL MUSKOGEE EAST,MUSKOGEE,OK,USA
INTEGRIS BASS PAVILION,ENID,OK,USA
RIVER VALLEY BEHAVIORAL HEALTH,OWENSBORO,KY,USA
GRIFFIN MEMORIAL HOSPITAL,NORMAN,OK,USA
SOUTHWESTERN REGIONAL MEDICAL CENTER,TULSA,OK,USA
WABASH GENERAL HOSPITAL,MOUNT CARMEL,IL,USA
ADAK MEDICAL CENTER - EAT,ADAK,AK,USA
FROEDTERT MENOMONEE FALLS HOSPITAL,MENOMONEE FALLS,WI,USA
DOOR COUNTY MEDICAL CENTER,STURGEON BAY,WI,USA
HOSP PEREA,MAYAGUEZ,PR,PRI
HOSP SAN FRANCISCO,SAN JUAN,PR,PRI
KANSAS SPINE HOSPITAL LLC,WICHITA,KS,USA
STORMONT VAIL HEALTHCARE,TOPEKA,KS,USA
HOSP PSIQUIATRIA FORENSE DE RIO PIEDRAS,SANTURCE,PR,PRI
ROY LESTER SCHNEIDER HOSPITAL,ST THOMAS,VI,VIR
SPARK M. MATSUNAGA VA MEDICAL CENTER,HONOLULU,HI,USA
